id,case_number,team_id,team_name,owner_id,first_name,last_name,owner_name,priority,status,country,subtype_name,time_created,time_first_touched (mins),time_last_closed,time_to_close (day),source,phase,result,investigation_id,total_assets,victim_count,bad_actor_count,disabled_count,monitoring_count,deleted_count
1572,4441,345,FBI,10960,Juliana,Beard,Juliana Beard,Low,Open,Russia,dangerous actors,2/25/2020,13.00,2/27/2020,2.00,Discovery,3,passed to another team,C2626,477,50,427,219,160,27
2706,4694,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Low,Closed,United States,child safety,5/14/2019,"1,118.00",5/18/2019,4.00,News,1,triage,C1421,4373,3890,483,156,82,53
1397,3833,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Urgent,Open,Russia,malware,5/25/2019,319.00,5/31/2019,6.00,Leads,1,triage,C2719,2558,2279,279,34,213,12
1286,1406,678,NAVY,24458,Lamont,Shields,Lamont Shields,High,Open,Russia,espionage,8/20/2019,909.00,8/30/2019,10.00,Leads,3,passed to another team,C2077,6103,2369,3734,1647,1818,159
289,2908,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Mid,Open,Iraq,human exploitation,12/12/2019,840.00,12/20/2019,8.00,Discovery,4,enforced,C1517,1873,1689,184,33,103,46
2554,1478,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Urgent,Open,China,dangerous actors,3/8/2020,"1,265.00",3/9/2020,1.00,Government Partners,3,passed to another team,C1497,2329,1890,439,326,7,11
1070,4359,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,Low,Open,United States,dangerous actors,7/6/2019,"1,263.00",7/20/2019,14.00,Discovery,1,triage,C2171,2788,1084,1704,767,662,228
122,3623,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,High,Closed,United States,espionage,4/10/2019,690.00,5/6/2019,26.00,Industry Partners,1,triage,C2558,5552,1085,4467,987,2647,242
422,1743,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Urgent,Closed,Iraq,espionage,12/15/2019,685.00,1/5/2020,21.00,Discovery,1,triage,C2047,3737,3577,160,151,9,0
142,2729,123,CIA,18341,Josie,Mosley,Josie Mosley,Low,Open,United States,hackers,2/10/2020,"1,081.00",3/8/2020,27.00,Discovery,2,investigating,C2723,9891,8309,1582,220,763,159
2088,2177,123,CIA,22116,Dominique,Skinner,Dominique Skinner,High,Closed,Iraq,dangerous actors,3/25/2019,"1,109.00",4/21/2019,27.00,Industry Partners,4,enforced,C2935,8802,7053,1749,1217,432,89
439,3136,678,NAVY,24458,Lamont,Shields,Lamont Shields,Urgent,Closed,China,malware,12/2/2019,268.00,12/7/2019,5.00,News,4,enforced,C2691,1020,661,359,313,31,10
2589,1860,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Mid,Closed,Iraq,espionage,3/2/2020,943.00,3/4/2020,2.00,Government Partners,3,passed to another team,C1202,7596,533,7063,6868,6,110
2060,3042,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Urgent,Open,Russia,espionage,1/5/2019,458.00,1/18/2019,13.00,Leads,1,triage,C1797,1605,855,750,22,725,3
2146,3405,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Urgent,Open,Iraq,espionage,12/17/2019,456.00,1/2/2020,16.00,Discovery,4,enforced,C2704,3388,916,2472,2057,25,116
2648,3148,678,NAVY,22587,Athena,Clarke,Athena Clarke,Urgent,Open,China,human exploitation,10/21/2019,"1,136.00",11/1/2019,11.00,Discovery,3,passed to another team,C2090,8867,1670,7197,1055,2909,1265
270,4401,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Mid,Open,Iraq,dangerous actors,11/14/2019,"1,379.00",12/4/2019,20.00,Government Partners,4,enforced,C1067,1939,1316,623,351,175,43
584,3011,345,FBI,10960,Juliana,Beard,Juliana Beard,Mid,Open,Iraq,hackers,8/14/2019,"1,367.00",8/29/2019,15.00,Discovery,2,investigating,C1133,9529,8330,1199,496,520,182
138,2400,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,High,Closed,Russia,hackers,4/4/2019,483.00,4/15/2019,11.00,Government Partners,3,passed to another team,C2524,5032,1828,3204,2662,167,123
1837,1567,678,NAVY,24458,Lamont,Shields,Lamont Shields,Urgent,Open,China,dangerous actors,8/28/2019,350.00,9/25/2019,28.00,Leads,2,investigating,C2588,9977,8291,1686,223,555,397
2074,3245,345,FBI,10960,Juliana,Beard,Juliana Beard,High,Open,United States,dangerous actors,5/27/2019,"1,063.00",6/3/2019,7.00,News,1,triage,C2617,4649,2032,2617,2192,140,250
1525,2107,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,High,Open,China,child safety,5/19/2019,877.00,6/5/2019,17.00,Leads,3,passed to another team,C1799,3213,1995,1218,564,176,286
573,1397,345,FBI,10960,Juliana,Beard,Juliana Beard,Urgent,Closed,United States,human exploitation,9/4/2019,274.00,9/23/2019,19.00,Government Partners,2,investigating,C1654,3832,2791,1041,38,724,4
1091,2874,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Low,Open,United States,human exploitation,5/6/2019,986.00,5/30/2019,24.00,Government Partners,4,enforced,C2587,6586,2487,4099,461,677,1135
1504,1302,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Low,Closed,Iraq,malware,3/1/2019,327.00,3/24/2019,23.00,Government Partners,4,enforced,C2627,1250,190,1060,911,1,2
1534,1811,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Urgent,Open,Russia,hackers,7/16/2019,534.00,7/27/2019,11.00,Industry Partners,3,passed to another team,C1230,5701,2095,3606,1312,1403,410
742,4143,345,FBI,16484,Davon,Weber,Davon Weber,Low,Open,United States,human exploitation,7/21/2019,"1,187.00",8/3/2019,13.00,News,1,triage,C1234,3574,2244,1330,252,800,232
1795,3032,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Urgent,Closed,Russia,espionage,2/6/2020,"1,375.00",3/6/2020,29.00,Leads,1,triage,C2389,2190,1467,723,76,456,156
2150,1310,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Mid,Open,United States,human exploitation,3/3/2020,341.00,3/24/2020,21.00,News,2,investigating,C1825,9753,6781,2972,785,121,1533
201,1919,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Mid,Open,Iraq,human exploitation,5/7/2019,523.00,5/12/2019,5.00,Discovery,1,triage,C2955,5037,2311,2726,1192,1083,364
1825,4931,345,FBI,10960,Juliana,Beard,Juliana Beard,Mid,Open,United States,malware,5/22/2019,"1,382.00",6/3/2019,12.00,News,2,investigating,C1042,6665,4829,1836,480,881,112
66,1813,678,NAVY,22587,Athena,Clarke,Athena Clarke,Low,Closed,Russia,hackers,8/20/2019,100.00,9/10/2019,21.00,News,3,passed to another team,C2396,8629,5178,3451,867,149,294
2011,1727,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Urgent,Open,United States,dangerous actors,7/8/2019,224.00,8/5/2019,28.00,Industry Partners,4,enforced,C1237,5211,2009,3202,2044,847,296
287,1560,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Low,Open,Iraq,dangerous actors,2/6/2020,"1,138.00",2/22/2020,16.00,Industry Partners,2,investigating,C1002,6542,5583,959,642,124,5
2254,3891,678,NAVY,22587,Athena,Clarke,Athena Clarke,Mid,Open,Russia,hackers,5/11/2019,373.00,5/29/2019,18.00,News,2,investigating,C1758,2517,750,1767,759,76,335
2124,1473,345,FBI,10960,Juliana,Beard,Juliana Beard,Low,Closed,Iraq,malware,2/5/2019,116.00,2/6/2019,1.00,Leads,3,passed to another team,C2037,6342,1656,4686,638,1713,1267
2857,4381,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,High,Open,United States,hackers,10/13/2019,640.00,10/20/2019,7.00,News,1,triage,C1616,6936,2626,4310,1510,2001,133
1587,2112,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Low,Open,Iraq,hackers,2/15/2020,583.00,3/4/2020,18.00,Leads,1,triage,C2685,8817,5079,3738,2451,31,374
725,3013,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,High,Closed,China,hackers,1/4/2020,"1,208.00",1/12/2020,8.00,Industry Partners,3,passed to another team,C1362,2872,1770,1102,789,119,169
859,2528,123,CIA,18341,Josie,Mosley,Josie Mosley,Low,Open,China,malware,9/19/2019,484.00,9/27/2019,8.00,News,2,investigating,C1800,4040,1036,3004,451,58,303
252,4675,345,FBI,16484,Davon,Weber,Davon Weber,High,Closed,China,malware,3/18/2019,"1,323.00",4/10/2019,23.00,Discovery,1,triage,C1845,9879,9246,633,426,39,27
2350,4059,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Low,Closed,Iraq,child safety,3/14/2019,"1,124.00",3/30/2019,16.00,News,3,passed to another team,C1973,5090,2282,2808,1678,257,624
2308,3057,345,FBI,16484,Davon,Weber,Davon Weber,High,Closed,China,malware,3/7/2020,95.00,3/23/2020,16.00,Government Partners,4,enforced,C2569,8996,4896,4100,214,3407,437
986,2218,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Mid,Open,United States,dangerous actors,4/22/2019,"1,321.00",4/24/2019,2.00,Industry Partners,4,enforced,C1877,7350,6696,654,307,27,196
1011,3445,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Low,Closed,United States,human exploitation,3/2/2019,710.00,3/23/2019,21.00,News,3,passed to another team,C2234,7175,356,6819,4317,1558,89
1788,1734,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Low,Closed,Iraq,malware,3/9/2020,477.00,3/29/2020,20.00,Industry Partners,2,investigating,C1862,7615,2861,4754,1677,2743,122
1128,1412,678,NAVY,22587,Athena,Clarke,Athena Clarke,Mid,Open,China,hackers,2/1/2020,"1,228.00",2/3/2020,2.00,Industry Partners,4,enforced,C2502,3067,1799,1268,989,108,119
1013,3278,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Low,Closed,Russia,malware,10/22/2019,609.00,11/19/2019,28.00,Leads,3,passed to another team,C2545,6475,5403,1072,908,9,155
2504,3970,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Mid,Open,China,espionage,12/18/2019,164.00,12/22/2019,4.00,Leads,1,triage,C1731,3669,2922,747,144,520,42
2059,4995,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,High,Open,United States,child safety,2/12/2019,244.00,2/20/2019,8.00,Government Partners,4,enforced,C1766,4119,2409,1710,1352,128,36
86,4896,678,NAVY,22587,Athena,Clarke,Athena Clarke,Urgent,Closed,United States,hackers,7/25/2019,654.00,8/1/2019,7.00,News,4,enforced,C2243,2642,1268,1374,1218,61,72
2884,1733,345,FBI,10960,Juliana,Beard,Juliana Beard,Low,Closed,Iraq,child safety,6/24/2019,"1,188.00",7/6/2019,12.00,Discovery,2,investigating,C1662,5615,313,5302,2145,2481,507
2317,2167,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Urgent,Closed,Russia,child safety,5/1/2019,41.00,5/23/2019,22.00,Government Partners,2,investigating,C2296,3750,3608,142,1,90,45
2175,3033,345,FBI,10960,Juliana,Beard,Juliana Beard,High,Open,United States,hackers,7/13/2019,"1,193.00",8/8/2019,26.00,Discovery,4,enforced,C1261,280,241,39,25,9,0
1028,3581,345,FBI,16484,Davon,Weber,Davon Weber,Mid,Open,Iraq,malware,7/17/2019,"1,392.00",7/27/2019,10.00,Leads,1,triage,C2324,2175,278,1897,1149,293,47
368,2732,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Urgent,Closed,Russia,dangerous actors,10/4/2019,414.00,11/3/2019,30.00,News,4,enforced,C1418,9998,7337,2661,2142,457,37
1343,2682,345,FBI,16484,Davon,Weber,Davon Weber,Low,Closed,China,espionage,8/24/2019,406.00,8/30/2019,6.00,News,2,investigating,C2838,3312,3099,213,60,138,9
1546,4888,345,FBI,10960,Juliana,Beard,Juliana Beard,Mid,Closed,China,espionage,4/21/2019,72.00,5/15/2019,24.00,Industry Partners,4,enforced,C2304,5168,5128,40,27,11,1
1737,2007,123,CIA,22116,Dominique,Skinner,Dominique Skinner,High,Closed,United States,dangerous actors,7/3/2019,511.00,7/28/2019,25.00,Government Partners,1,triage,C2742,5612,829,4783,1711,2277,381
2376,4763,678,NAVY,24458,Lamont,Shields,Lamont Shields,Low,Open,United States,malware,12/16/2019,988.00,12/26/2019,10.00,Leads,1,triage,C1836,8698,2372,6326,4763,865,14
2422,2338,345,FBI,16484,Davon,Weber,Davon Weber,Urgent,Open,China,malware,2/3/2020,196.00,2/20/2020,17.00,Industry Partners,1,triage,C1507,5256,3193,2063,1906,112,20
391,3607,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,High,Open,United States,malware,5/5/2019,546.00,5/23/2019,18.00,News,1,triage,C2425,2480,1015,1465,1383,40,31
2971,4418,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Low,Open,United States,dangerous actors,3/24/2019,711.00,4/2/2019,9.00,Discovery,2,investigating,C2671,5472,3021,2451,963,395,832
32,3133,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,High,Closed,Iraq,malware,7/3/2019,359.00,7/30/2019,27.00,Discovery,4,enforced,C2428,4515,2358,2157,1134,31,645
1168,3358,345,FBI,16484,Davon,Weber,Davon Weber,Mid,Closed,China,child safety,2/23/2019,639.00,3/20/2019,25.00,News,4,enforced,C2414,677,12,665,335,148,42
2962,4627,345,FBI,10960,Juliana,Beard,Juliana Beard,Low,Closed,China,human exploitation,5/16/2019,294.00,6/11/2019,26.00,News,3,passed to another team,C1337,2250,265,1985,1217,198,485
690,1186,345,FBI,10960,Juliana,Beard,Juliana Beard,Urgent,Closed,China,espionage,4/6/2019,279.00,4/9/2019,3.00,Industry Partners,2,investigating,C1689,191,20,171,156,8,0
1852,1231,123,CIA,18341,Josie,Mosley,Josie Mosley,High,Closed,China,malware,4/27/2019,68.00,5/24/2019,27.00,Government Partners,4,enforced,C1882,6453,4045,2408,818,1088,457
2554,3769,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,High,Closed,Iraq,espionage,3/20/2020,148.00,3/29/2020,9.00,Government Partners,2,investigating,C1321,2348,1901,447,149,114,0
1448,1597,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,High,Closed,United States,hackers,2/5/2020,717.00,2/9/2020,4.00,Leads,4,enforced,C2909,6454,6212,242,63,109,53
2396,4159,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Low,Open,China,child safety,6/16/2019,956.00,6/24/2019,8.00,Discovery,3,passed to another team,C1028,7475,5616,1859,1598,124,69
2492,2790,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Mid,Closed,Iraq,hackers,11/8/2019,625.00,11/23/2019,15.00,Government Partners,4,enforced,C2668,3592,6,3586,2552,578,221
2332,1587,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Mid,Open,Iraq,dangerous actors,12/26/2019,"1,368.00",1/6/2020,11.00,News,2,investigating,C2339,6115,601,5514,1680,1451,998
2601,2711,678,NAVY,22587,Athena,Clarke,Athena Clarke,Mid,Closed,United States,human exploitation,6/3/2019,"1,325.00",6/4/2019,1.00,Discovery,4,enforced,C1502,3271,1409,1862,1205,438,207
1361,1400,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Mid,Open,United States,malware,10/30/2019,221.00,11/21/2019,22.00,News,4,enforced,C2133,4674,4634,40,8,13,10
1469,2318,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Low,Closed,United States,hackers,5/2/2019,418.00,6/1/2019,30.00,Discovery,1,triage,C1089,3039,2624,415,254,15,76
214,2658,345,FBI,16484,Davon,Weber,Davon Weber,Mid,Closed,Russia,espionage,9/27/2019,698.00,10/27/2019,30.00,News,1,triage,C2161,5383,1452,3931,47,2195,492
1482,3528,678,NAVY,24458,Lamont,Shields,Lamont Shields,Low,Closed,United States,dangerous actors,12/28/2019,"1,197.00",12/29/2019,1.00,Leads,3,passed to another team,C2322,3322,383,2939,528,224,1411
263,2628,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Low,Open,China,child safety,9/1/2019,"1,003.00",9/22/2019,21.00,Discovery,2,investigating,C2642,6770,4588,2182,1408,172,61
828,1818,678,NAVY,22587,Athena,Clarke,Athena Clarke,High,Closed,China,dangerous actors,9/7/2019,"1,325.00",9/27/2019,20.00,Discovery,4,enforced,C1425,132,94,38,6,24,3
181,3423,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Mid,Closed,Russia,child safety,4/1/2020,916.00,4/30/2020,29.00,News,4,enforced,C2040,8344,2581,5763,214,2913,2388
1336,4360,345,FBI,16484,Davon,Weber,Davon Weber,High,Closed,Iraq,hackers,10/26/2019,"1,257.00",10/28/2019,2.00,Industry Partners,2,investigating,C1592,5205,1536,3669,3323,314,12
2491,1645,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Mid,Closed,Iraq,hackers,10/6/2019,646.00,10/11/2019,5.00,News,3,passed to another team,C2808,3736,2186,1550,1471,34,36
2076,4069,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,High,Closed,Iraq,malware,10/27/2019,727.00,10/30/2019,3.00,Government Partners,1,triage,C1535,2614,513,2101,1319,509,212
1083,1442,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Mid,Open,United States,espionage,2/24/2020,"1,197.00",3/14/2020,19.00,Industry Partners,1,triage,C2355,4046,2957,1089,311,176,388
2404,1464,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Low,Closed,Iraq,child safety,1/6/2020,"1,018.00",1/26/2020,20.00,Industry Partners,4,enforced,C2135,5197,5,5192,1164,1237,569
108,3140,678,NAVY,22587,Athena,Clarke,Athena Clarke,Urgent,Closed,China,dangerous actors,2/5/2019,470.00,2/20/2019,15.00,Industry Partners,4,enforced,C2303,2996,808,2188,1459,536,134
2749,1983,678,NAVY,24458,Lamont,Shields,Lamont Shields,Mid,Open,Russia,espionage,4/1/2019,738.00,4/6/2019,5.00,News,2,investigating,C2620,6667,5093,1574,1009,355,209
2064,4159,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Mid,Open,Russia,espionage,6/8/2019,768.00,6/18/2019,10.00,Leads,2,investigating,C2346,1703,1451,252,162,51,36
1508,1621,123,CIA,18341,Josie,Mosley,Josie Mosley,Mid,Open,Iraq,dangerous actors,4/6/2020,669.00,4/29/2020,23.00,Government Partners,4,enforced,C1254,799,289,510,156,345,9
1124,4459,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Urgent,Open,China,child safety,9/17/2019,950.00,9/29/2019,12.00,Industry Partners,1,triage,C2406,9176,3124,6052,3963,284,1210
2725,3955,678,NAVY,22587,Athena,Clarke,Athena Clarke,Urgent,Open,Russia,human exploitation,12/4/2019,233.00,12/26/2019,22.00,News,3,passed to another team,C1609,7213,5035,2178,2099,62,12
86,4139,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Urgent,Open,United States,human exploitation,12/18/2019,161.00,1/9/2020,22.00,Industry Partners,1,triage,C2409,1074,177,897,240,572,38
2508,3106,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Mid,Closed,Russia,human exploitation,9/12/2019,875.00,10/6/2019,24.00,News,1,triage,C2681,6792,6744,48,5,36,0
1378,4313,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,Low,Open,United States,human exploitation,12/4/2019,877.00,12/16/2019,12.00,Industry Partners,1,triage,C1606,4347,3458,889,594,103,7
914,2573,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Urgent,Open,United States,espionage,8/27/2019,117.00,9/2/2019,6.00,Government Partners,2,investigating,C1125,1187,105,1082,964,15,23
123,2999,345,FBI,10960,Juliana,Beard,Juliana Beard,Low,Open,Iraq,dangerous actors,2/20/2019,580.00,2/26/2019,6.00,Leads,1,triage,C2203,5271,4217,1054,351,69,324
186,4621,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,High,Open,China,dangerous actors,7/22/2019,"1,205.00",8/11/2019,20.00,Leads,2,investigating,C2790,7511,4994,2517,926,1432,23
960,1840,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Low,Open,China,child safety,12/28/2019,380.00,1/17/2020,20.00,Leads,4,enforced,C1862,1972,714,1258,431,738,39
2107,4771,123,CIA,18341,Josie,Mosley,Josie Mosley,Mid,Closed,China,malware,1/18/2020,769.00,2/9/2020,22.00,News,4,enforced,C2900,8190,4464,3726,1203,222,530
296,4205,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Low,Open,Russia,espionage,5/8/2019,487.00,5/31/2019,23.00,Leads,4,enforced,C2738,5971,3869,2102,224,1646,174
1794,3477,345,FBI,16484,Davon,Weber,Davon Weber,Mid,Open,Iraq,human exploitation,9/12/2019,321.00,9/23/2019,11.00,News,1,triage,C1307,7854,4325,3529,1615,1315,357
1673,3046,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Low,Closed,China,dangerous actors,2/2/2020,"1,280.00",2/27/2020,25.00,News,2,investigating,C1888,6736,5616,1120,529,196,356
2752,3159,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Urgent,Open,Russia,espionage,7/14/2019,187.00,7/24/2019,10.00,Discovery,2,investigating,C2052,9912,5506,4406,3746,184,176
421,1115,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Mid,Open,United States,child safety,2/28/2020,"1,281.00",3/3/2020,4.00,Government Partners,1,triage,C2598,806,417,389,319,42,21
1435,1090,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Mid,Closed,Russia,espionage,3/26/2019,970.00,4/15/2019,20.00,Industry Partners,1,triage,C2266,2433,2089,344,265,49,23
587,3364,345,FBI,10960,Juliana,Beard,Juliana Beard,Low,Open,Russia,dangerous actors,11/8/2019,"1,173.00",11/22/2019,14.00,News,2,investigating,C1161,6647,1643,5004,1125,3012,219
1996,1242,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,High,Open,China,human exploitation,4/14/2020,22.00,4/23/2020,9.00,Discovery,2,investigating,C1772,4839,3006,1833,1627,127,13
1114,4935,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Mid,Open,Russia,human exploitation,12/12/2019,774.00,12/21/2019,9.00,News,2,investigating,C1514,6499,5386,1113,1022,10,3
